카테고리,단어,뜻,예문,해석,학습 상태
기타,watch,[명사] 손목시계,We talked about watch during the lesson.,우리는 수업 중 손목시계에 대해 이야기했다.,미학습
기타,car,[명사] 자동차,We talked about car during the lesson.,우리는 수업 중 자동차에 대해 이야기했다.,미학습
기타,bus,[명사] 버스,We talked about bus during the lesson.,우리는 수업 중 버스에 대해 이야기했다.,미학습
기타,train,[명사] 기차,We talked about train during the lesson.,우리는 수업 중 기차에 대해 이야기했다.,미학습
기타,plane,[명사] 비행기,We talked about plane during the lesson.,우리는 수업 중 비행기에 대해 이야기했다.,미학습
기타,ship,[명사] 배,We talked about ship during the lesson.,우리는 수업 중 배에 대해 이야기했다.,미학습
기타,bike,[명사] 자전거,We talked about bike during the lesson.,우리는 수업 중 자전거에 대해 이야기했다.,미학습
기타,station,[명사] 역,We talked about station during the lesson.,우리는 수업 중 역에 대해 이야기했다.,미학습
기타,airport,[명사] 공항,We talked about airport during the lesson.,우리는 수업 중 공항에 대해 이야기했다.,미학습
기타,hotel,[명사] 호텔,We talked about hotel during the lesson.,우리는 수업 중 호텔에 대해 이야기했다.,미학습
기타,ticket,[명사] 표,We talked about ticket during the lesson.,우리는 수업 중 표에 대해 이야기했다.,미학습
기타,passport,[명사] 여권,We talked about passport during the lesson.,우리는 수업 중 여권에 대해 이야기했다.,미학습
기타,map,[명사] 지도,We talked about map during the lesson.,우리는 수업 중 지도에 대해 이야기했다.,미학습
기타,trip,[명사] 여행,We talked about trip during the lesson.,우리는 수업 중 여행에 대해 이야기했다.,미학습
기타,travel,[명사] 여행,We talked about travel during the lesson.,우리는 수업 중 여행에 대해 이야기했다.,미학습
기타,vacation,[명사] 휴가,We talked about vacation during the lesson.,우리는 수업 중 휴가에 대해 이야기했다.,미학습
기타,morning,[명사] 아침,We talked about morning during the lesson.,우리는 수업 중 아침에 대해 이야기했다.,미학습
기타,afternoon,[명사] 오후,We talked about afternoon during the lesson.,우리는 수업 중 오후에 대해 이야기했다.,미학습
기타,evening,[명사] 저녁,We talked about evening during the lesson.,우리는 수업 중 저녁에 대해 이야기했다.,미학습
기타,night,[명사] 밤,We talked about night during the lesson.,우리는 수업 중 밤에 대해 이야기했다.,미학습
기타,day,[명사] 날,We talked about day during the lesson.,우리는 수업 중 날에 대해 이야기했다.,미학습
기타,week,[명사] 주,We talked about week during the lesson.,우리는 수업 중 주에 대해 이야기했다.,미학습
기타,month,[명사] 달,We talked about month during the lesson.,우리는 수업 중 달에 대해 이야기했다.,미학습
기타,year,[명사] 해,We talked about year during the lesson.,우리는 수업 중 해에 대해 이야기했다.,미학습
기타,time,[명사] 시간,We talked about time during the lesson.,우리는 수업 중 시간에 대해 이야기했다.,미학습
기타,hour,[명사] 시간,We talked about hour during the lesson.,우리는 수업 중 시간에 대해 이야기했다.,미학습
기타,minute,[명사] 분,We talked about minute during the lesson.,우리는 수업 중 분에 대해 이야기했다.,미학습
기타,moment,[명사] 순간,We talked about moment during the lesson.,우리는 수업 중 순간에 대해 이야기했다.,미학습
기타,life,[명사] 삶,We talked about life during the lesson.,우리는 수업 중 삶에 대해 이야기했다.,미학습
기타,work,[명사] 일,We talked about work during the lesson.,우리는 수업 중 일에 대해 이야기했다.,미학습
기타,job,[명사] 직업,We talked about job during the lesson.,우리는 수업 중 직업에 대해 이야기했다.,미학습
기타,office,[명사] 사무실,We talked about office during the lesson.,우리는 수업 중 사무실에 대해 이야기했다.,미학습
기타,company,[명사] 회사,We talked about company during the lesson.,우리는 수업 중 회사에 대해 이야기했다.,미학습
기타,business,[명사] 사업,We talked about business during the lesson.,우리는 수업 중 사업에 대해 이야기했다.,미학습
기타,project,[명사] 프로젝트,We talked about project during the lesson.,우리는 수업 중 프로젝트에 대해 이야기했다.,미학습
기타,plan,[명사] 계획,We talked about plan during the lesson.,우리는 수업 중 계획에 대해 이야기했다.,미학습
기타,goal,[명사] 목표,We talked about goal during the lesson.,우리는 수업 중 목표에 대해 이야기했다.,미학습
기타,idea,[명사] 생각,We talked about idea during the lesson.,우리는 수업 중 생각에 대해 이야기했다.,미학습
기타,reason,[명사] 이유,We talked about reason during the lesson.,우리는 수업 중 이유에 대해 이야기했다.,미학습
기타,problem,[명사] 문제,We talked about problem during the lesson.,우리는 수업 중 문제에 대해 이야기했다.,미학습
기타,answer,[명사] 답,We talked about answer during the lesson.,우리는 수업 중 답에 대해 이야기했다.,미학습
기타,question,[명사] 질문,We talked about question during the lesson.,우리는 수업 중 질문에 대해 이야기했다.,미학습
기타,result,[명사] 결과,We talked about result during the lesson.,우리는 수업 중 결과에 대해 이야기했다.,미학습
기타,choice,[명사] 선택,We talked about choice during the lesson.,우리는 수업 중 선택에 대해 이야기했다.,미학습
기타,chance,[명사] 기회,We talked about chance during the lesson.,우리는 수업 중 기회에 대해 이야기했다.,미학습
기타,change,[명사] 변화,We talked about change during the lesson.,우리는 수업 중 변화에 대해 이야기했다.,미학습
기타,growth,[명사] 성장,We talked about growth during the lesson.,우리는 수업 중 성장에 대해 이야기했다.,미학습
기타,value,[명사] 가치,We talked about value during the lesson.,우리는 수업 중 가치에 대해 이야기했다.,미학습
기타,quality,[명사] 품질,We talked about quality during the lesson.,우리는 수업 중 품질에 대해 이야기했다.,미학습
기타,service,[명사] 서비스,We talked about service during the lesson.,우리는 수업 중 서비스에 대해 이야기했다.,미학습
기타,product,[명사] 제품,We talked about product during the lesson.,우리는 수업 중 제품에 대해 이야기했다.,미학습
기타,customer,[명사] 고객,We talked about customer during the lesson.,우리는 수업 중 고객에 대해 이야기했다.,미학습
기타,client,[명사] 의뢰인,We talked about client during the lesson.,우리는 수업 중 의뢰인에 대해 이야기했다.,미학습
기타,manager,[명사] 관리자,We talked about manager during the lesson.,우리는 수업 중 관리자에 대해 이야기했다.,미학습
기타,leader,[명사] 지도자,We talked about leader during the lesson.,우리는 수업 중 지도자에 대해 이야기했다.,미학습
기타,member,[명사] 구성원,We talked about member during the lesson.,우리는 수업 중 구성원에 대해 이야기했다.,미학습
기타,staff,[명사] 직원,We talked about staff during the lesson.,우리는 수업 중 직원에 대해 이야기했다.,미학습
기타,worker,[명사] 근로자,We talked about worker during the lesson.,우리는 수업 중 근로자에 대해 이야기했다.,미학습
기타,skill,[명사] 기술,We talked about skill during the lesson.,우리는 수업 중 기술에 대해 이야기했다.,미학습
기타,knowledge,[명사] 지식,We talked about knowledge during the lesson.,우리는 수업 중 지식에 대해 이야기했다.,미학습
기타,study,[명사] 공부,We talked about study during the lesson.,우리는 수업 중 공부에 대해 이야기했다.,미학습
기타,research,[명사] 연구,We talked about research during the lesson.,우리는 수업 중 연구에 대해 이야기했다.,미학습
기타,science,[명사] 과학,We talked about science during the lesson.,우리는 수업 중 과학에 대해 이야기했다.,미학습
기타,history,[명사] 역사,We talked about history during the lesson.,우리는 수업 중 역사에 대해 이야기했다.,미학습
기타,art,[명사] 예술,We talked about art during the lesson.,우리는 수업 중 예술에 대해 이야기했다.,미학습
기타,culture,[명사] 문화,We talked about culture during the lesson.,우리는 수업 중 문화에 대해 이야기했다.,미학습
기타,language,[명사] 언어,We talked about language during the lesson.,우리는 수업 중 언어에 대해 이야기했다.,미학습
기타,letter,[명사] 글자,We talked about letter during the lesson.,우리는 수업 중 글자에 대해 이야기했다.,미학습
기타,word,[명사] 단어,We talked about word during the lesson.,우리는 수업 중 단어에 대해 이야기했다.,미학습
기타,sentence,[명사] 문장,We talked about sentence during the lesson.,우리는 수업 중 문장에 대해 이야기했다.,미학습
기타,story,[명사] 이야기,We talked about story during the lesson.,우리는 수업 중 이야기에 대해 이야기했다.,미학습
기타,news,[명사] 소식,We talked about news during the lesson.,우리는 수업 중 소식에 대해 이야기했다.,미학습
기타,report,[명사] 보고서,We talked about report during the lesson.,우리는 수업 중 보고서에 대해 이야기했다.,미학습
기타,document,[명사] 문서,We talked about document during the lesson.,우리는 수업 중 문서에 대해 이야기했다.,미학습
기타,system,[명사] 체계,We talked about system during the lesson.,우리는 수업 중 체계에 대해 이야기했다.,미학습
기타,email,[명사] 이메일,We talked about email during the lesson.,우리는 수업 중 이메일에 대해 이야기했다.,미학습
기타,message,[명사] 메시지,We talked about message during the lesson.,우리는 수업 중 메시지에 대해 이야기했다.,미학습
기타,address,[명사] 주소,We talked about address during the lesson.,우리는 수업 중 주소에 대해 이야기했다.,미학습
기타,bank,[명사] 은행,We talked about bank during the lesson.,우리는 수업 중 은행에 대해 이야기했다.,미학습
기타,account,[명사] 계좌,We talked about account during the lesson.,우리는 수업 중 계좌에 대해 이야기했다.,미학습
기타,budget,[명사] 예산,We talked about budget during the lesson.,우리는 수업 중 예산에 대해 이야기했다.,미학습
기타,profit,[명사] 이익,We talked about profit during the lesson.,우리는 수업 중 이익에 대해 이야기했다.,미학습
기타,loss,[명사] 손실,We talked about loss during the lesson.,우리는 수업 중 손실에 대해 이야기했다.,미학습
기타,risk,[명사] 위험,We talked about risk during the lesson.,우리는 수업 중 위험에 대해 이야기했다.,미학습
기타,safety,[명사] 안전,We talked about safety during the lesson.,우리는 수업 중 안전에 대해 이야기했다.,미학습
기타,health,[명사] 건강,We talked about health during the lesson.,우리는 수업 중 건강에 대해 이야기했다.,미학습
기타,care,[명사] 돌봄,We talked about care during the lesson.,우리는 수업 중 돌봄에 대해 이야기했다.,미학습
기타,medicine,[명사] 약,We talked about medicine during the lesson.,우리는 수업 중 약에 대해 이야기했다.,미학습
기타,hospital,[명사] 병원,We talked about hospital during the lesson.,우리는 수업 중 병원에 대해 이야기했다.,미학습
기타,doctor,[명사] 의사,We talked about doctor during the lesson.,우리는 수업 중 의사에 대해 이야기했다.,미학습
기타,nurse,[명사] 간호사,We talked about nurse during the lesson.,우리는 수업 중 간호사에 대해 이야기했다.,미학습
기타,patient,[명사] 환자,We talked about patient during the lesson.,우리는 수업 중 환자에 대해 이야기했다.,미학습
기타,energy,[명사] 에너지,We talked about energy during the lesson.,우리는 수업 중 에너지에 대해 이야기했다.,미학습
기타,power,[명사] 힘,We talked about power during the lesson.,우리는 수업 중 힘에 대해 이야기했다.,미학습
기타,light,[명사] 빛,We talked about light during the lesson.,우리는 수업 중 빛에 대해 이야기했다.,미학습
기타,heat,[명사] 열,We talked about heat during the lesson.,우리는 수업 중 열에 대해 이야기했다.,미학습
기타,space,[명사] 공간,We talked about space during the lesson.,우리는 수업 중 공간에 대해 이야기했다.,미학습
기타,area,[명사] 지역,We talked about area during the lesson.,우리는 수업 중 지역에 대해 이야기했다.,미학습
기타,place,[명사] 장소,We talked about place during the lesson.,우리는 수업 중 장소에 대해 이야기했다.,미학습
기타,point,[명사] 요점,We talked about point during the lesson.,우리는 수업 중 요점에 대해 이야기했다.,미학습
기타,part,[명사] 부분,We talked about part during the lesson.,우리는 수업 중 부분에 대해 이야기했다.,미학습
기타,side,[명사] 쪽,We talked about side during the lesson.,우리는 수업 중 쪽에 대해 이야기했다.,미학습
기타,center,[명사] 중심,We talked about center during the lesson.,우리는 수업 중 중심에 대해 이야기했다.,미학습
기타,edge,[명사] 가장자리,We talked about edge during the lesson.,우리는 수업 중 가장자리에 대해 이야기했다.,미학습
기타,level,[명사] 수준,We talked about level during the lesson.,우리는 수업 중 수준에 대해 이야기했다.,미학습
기타,degree,[명사] 정도,We talked about degree during the lesson.,우리는 수업 중 정도에 대해 이야기했다.,미학습
기타,amount,[명사] 양,We talked about amount during the lesson.,우리는 수업 중 양에 대해 이야기했다.,미학습
기타,rate,[명사] 비율,We talked about rate during the lesson.,우리는 수업 중 비율에 대해 이야기했다.,미학습
기타,type,[명사] 유형,We talked about type during the lesson.,우리는 수업 중 유형에 대해 이야기했다.,미학습
기타,kind,[명사] 종류,We talked about kind during the lesson.,우리는 수업 중 종류에 대해 이야기했다.,미학습
기타,form,[명사] 형태,We talked about form during the lesson.,우리는 수업 중 형태에 대해 이야기했다.,미학습
기타,shape,[명사] 모양,We talked about shape during the lesson.,우리는 수업 중 모양에 대해 이야기했다.,미학습
기타,size,[명사] 크기,We talked about size during the lesson.,우리는 수업 중 크기에 대해 이야기했다.,미학습
기타,weight,[명사] 무게,We talked about weight during the lesson.,우리는 수업 중 무게에 대해 이야기했다.,미학습
기타,speed,[명사] 속도,We talked about speed during the lesson.,우리는 수업 중 속도에 대해 이야기했다.,미학습
기타,direction,[명사] 방향,We talked about direction during the lesson.,우리는 수업 중 방향에 대해 이야기했다.,미학습
기타,position,[명사] 위치,We talked about position during the lesson.,우리는 수업 중 위치에 대해 이야기했다.,미학습
기타,action,[명사] 행동,We talked about action during the lesson.,우리는 수업 중 행동에 대해 이야기했다.,미학습
기타,activity,[명사] 활동,We talked about activity during the lesson.,우리는 수업 중 활동에 대해 이야기했다.,미학습
기타,process,[명사] 과정,We talked about process during the lesson.,우리는 수업 중 과정에 대해 이야기했다.,미학습
기타,method,[명사] 방법,We talked about method during the lesson.,우리는 수업 중 방법에 대해 이야기했다.,미학습
기타,tool,[명사] 도구,We talked about tool during the lesson.,우리는 수업 중 도구에 대해 이야기했다.,미학습
기타,machine,[명사] 기계,We talked about machine during the lesson.,우리는 수업 중 기계에 대해 이야기했다.,미학습
기타,material,[명사] 재료,We talked about material during the lesson.,우리는 수업 중 재료에 대해 이야기했다.,미학습
기타,resource,[명사] 자원,We talked about resource during the lesson.,우리는 수업 중 자원에 대해 이야기했다.,미학습
기타,environment,[명사] 환경,We talked about environment during the lesson.,우리는 수업 중 환경에 대해 이야기했다.,미학습
기타,nature,[명사] 자연,We talked about nature during the lesson.,우리는 수업 중 자연에 대해 이야기했다.,미학습
기타,weather,[명사] 날씨,We talked about weather during the lesson.,우리는 수업 중 날씨에 대해 이야기했다.,미학습
기타,season,[명사] 계절,We talked about season during the lesson.,우리는 수업 중 계절에 대해 이야기했다.,미학습
기타,spring,[명사] 봄,We talked about spring during the lesson.,우리는 수업 중 봄에 대해 이야기했다.,미학습
기타,summer,[명사] 여름,We talked about summer during the lesson.,우리는 수업 중 여름에 대해 이야기했다.,미학습
기타,autumn,[명사] 가을,We talked about autumn during the lesson.,우리는 수업 중 가을에 대해 이야기했다.,미학습
기타,winter,[명사] 겨울,We talked about winter during the lesson.,우리는 수업 중 겨울에 대해 이야기했다.,미학습
기타,law,[명사] 법,We talked about law during the lesson.,우리는 수업 중 법에 대해 이야기했다.,미학습
기타,rule,[명사] 규칙,We talked about rule during the lesson.,우리는 수업 중 규칙에 대해 이야기했다.,미학습
기타,right,[명사] 권리,We talked about right during the lesson.,우리는 수업 중 권리에 대해 이야기했다.,미학습
기타,duty,[명사] 의무,We talked about duty during the lesson.,우리는 수업 중 의무에 대해 이야기했다.,미학습
기타,peace,[명사] 평화,We talked about peace during the lesson.,우리는 수업 중 평화에 대해 이야기했다.,미학습
기타,war,[명사] 전쟁,We talked about war during the lesson.,우리는 수업 중 전쟁에 대해 이야기했다.,미학습
기타,policy,[명사] 정책,We talked about policy during the lesson.,우리는 수업 중 정책에 대해 이야기했다.,미학습
기타,society,[명사] 사회,We talked about society during the lesson.,우리는 수업 중 사회에 대해 이야기했다.,미학습
기타,community,[명사] 공동체,We talked about community during the lesson.,우리는 수업 중 공동체에 대해 이야기했다.,미학습
기타,group,[명사] 집단,We talked about group during the lesson.,우리는 수업 중 집단에 대해 이야기했다.,미학습
기타,public,[명사] 대중,We talked about public during the lesson.,우리는 수업 중 대중에 대해 이야기했다.,미학습
기타,marketplace,[명사] 시장,We talked about marketplace during the lesson.,우리는 수업 중 시장에 대해 이야기했다.,미학습
기타,industry,[명사] 산업,We talked about industry during the lesson.,우리는 수업 중 산업에 대해 이야기했다.,미학습
기타,technology,[명사] 기술,We talked about technology during the lesson.,우리는 수업 중 기술에 대해 이야기했다.,미학습
기타,design,[명사] 설계,We talked about design during the lesson.,우리는 수업 중 설계에 대해 이야기했다.,미학습
기타,model,[명사] 모형,We talked about model during the lesson.,우리는 수업 중 모형에 대해 이야기했다.,미학습
기타,sample,[명사] 견본,We talked about sample during the lesson.,우리는 수업 중 견본에 대해 이야기했다.,미학습
기타,image,[명사] 이미지,We talked about image during the lesson.,우리는 수업 중 이미지에 대해 이야기했다.,미학습
기타,dream,[명사] 꿈,We talked about dream during the lesson.,우리는 수업 중 꿈에 대해 이야기했다.,미학습
기타,hope,[명사] 희망,We talked about hope during the lesson.,우리는 수업 중 희망에 대해 이야기했다.,미학습
기타,fear,[명사] 두려움,We talked about fear during the lesson.,우리는 수업 중 두려움에 대해 이야기했다.,미학습
기타,love,[명사] 사랑,We talked about love during the lesson.,우리는 수업 중 사랑에 대해 이야기했다.,미학습
기타,hate,[명사] 증오,We talked about hate during the lesson.,우리는 수업 중 증오에 대해 이야기했다.,미학습
기타,joy,[명사] 기쁨,We talked about joy during the lesson.,우리는 수업 중 기쁨에 대해 이야기했다.,미학습
기타,anger,[명사] 분노,We talked about anger during the lesson.,우리는 수업 중 분노에 대해 이야기했다.,학습 중
기타,sadness,[명사] 슬픔,We talked about sadness during the lesson.,우리는 수업 중 슬픔에 대해 이야기했다.,미학습
기타,truth,[명사] 진실,We talked about truth during the lesson.,우리는 수업 중 진실에 대해 이야기했다.,미학습
기타,fact,[명사] 사실,We talked about fact during the lesson.,우리는 수업 중 사실에 대해 이야기했다.,미학습
기타,opinion,[명사] 의견,We talked about opinion during the lesson.,우리는 수업 중 의견에 대해 이야기했다.,미학습
기타,advice,[명사] 조언,We talked about advice during the lesson.,우리는 수업 중 조언에 대해 이야기했다.,미학습
기타,be,[동사] 이다,I want to be calm today.,나는 오늘 차분해지고 싶다.,미학습
기타,have,[동사] 가지다,I have a clear goal today.,나는 오늘 명확한 목표를 가지고 있다.,미학습
기타,do,[동사] 하다,We do the task together.,우리는 그 일을 함께 한다.,미학습
기타,make,[동사] 만들다,They make a useful plan.,그들은 유용한 계획을 만든다.,미학습
기타,get,[동사] 얻다,I get help from a friend.,나는 친구에게서 도움을 얻는다.,미학습
기타,go,[동사] 가다,We go to school in the morning.,우리는 아침에 학교에 간다.,미학습
기타,come,[동사] 오다,Please come to the office early.,사무실에 일찍 오세요.,미학습
기타,see,[동사] 보다,Learners practice how to see in English.,학습자는 영어로 보다 방법을 연습한다.,미학습
기타,look,[동사] 보다,Learners practice how to look in English.,학습자는 영어로 보다 방법을 연습한다.,미학습
기타,hear,[동사] 듣다,Learners practice how to hear in English.,학습자는 영어로 듣다 방법을 연습한다.,미학습
기타,listen,[동사] 듣다,Learners practice how to listen in English.,학습자는 영어로 듣다 방법을 연습한다.,미학습
기타,speak,[동사] 말하다,Learners practice how to speak in English.,학습자는 영어로 말하다 방법을 연습한다.,미학습
기타,say,[동사] 말하다,Please say the word clearly.,그 단어를 명확하게 말하세요.,미학습
기타,tell,[동사] 말하다,I will tell the story tomorrow.,나는 내일 그 이야기를 말할 것이다.,미학습
기타,ask,[동사] 묻다,Students ask a question in class.,학생들은 수업에서 질문을 한다.,미학습
기타,read,[동사] 읽다,I read a book every night.,나는 매일 밤 책을 읽는다.,미학습
기타,write,[동사] 쓰다,She will write a short letter.,그녀는 짧은 편지를 쓸 것이다.,미학습
기타,learn,[동사] 배우다,Learners practice how to learn in English.,학습자는 영어로 배우다 방법을 연습한다.,미학습
기타,teach,[동사] 가르치다,Learners practice how to teach in English.,학습자는 영어로 가르치다 방법을 연습한다.,미학습
기타,know,[동사] 알다,Learners practice how to know in English.,학습자는 영어로 알다 방법을 연습한다.,미학습
기타,think,[동사] 생각하다,Learners practice how to think in English.,학습자는 영어로 생각하다 방법을 연습한다.,미학습
기타,feel,[동사] 느끼다,Learners practice how to feel in English.,학습자는 영어로 느끼다 방법을 연습한다.,미학습
기타,believe,[동사] 믿다,Learners practice how to believe in English.,학습자는 영어로 믿다 방법을 연습한다.,미학습
기타,remember,[동사] 기억하다,Learners practice how to remember in English.,학습자는 영어로 기억하다 방법을 연습한다.,미학습
기타,forget,[동사] 잊다,Learners practice how to forget in English.,학습자는 영어로 잊다 방법을 연습한다.,미학습
기타,understand,[동사] 이해하다,Learners practice how to understand in English.,학습자는 영어로 이해하다 방법을 연습한다.,미학습
기타,try,[동사] 시도하다,Learners practice how to try in English.,학습자는 영어로 시도하다 방법을 연습한다.,미학습
기타,use,[동사] 사용하다,Learners practice how to use in English.,학습자는 영어로 사용하다 방법을 연습한다.,미학습
기타,want,[동사] 원하다,Learners practice how to want in English.,학습자는 영어로 원하다 방법을 연습한다.,미학습
기타,like,[동사] 좋아하다,Learners practice how to like in English.,학습자는 영어로 좋아하다 방법을 연습한다.,미학습
기타,play,[동사] 놀다,Learners practice how to play in English.,학습자는 영어로 놀다 방법을 연습한다.,미학습
기타,run,[동사] 달리다,Learners practice how to run in English.,학습자는 영어로 달리다 방법을 연습한다.,미학습
기타,walk,[동사] 걷다,Learners practice how to walk in English.,학습자는 영어로 걷다 방법을 연습한다.,미학습
기타,stand,[동사] 서다,Learners practice how to stand in English.,학습자는 영어로 서다 방법을 연습한다.,미학습
기타,sit,[동사] 앉다,Learners practice how to sit in English.,학습자는 영어로 앉다 방법을 연습한다.,미학습
기타,sleep,[동사] 자다,Learners practice how to sleep in English.,학습자는 영어로 자다 방법을 연습한다.,미학습
기타,wake,[동사] 깨다,Learners practice how to wake in English.,학습자는 영어로 깨다 방법을 연습한다.,미학습
기타,eat,[동사] 먹다,We eat dinner at home.,우리는 집에서 저녁을 먹는다.,미학습
기타,drink,[동사] 마시다,I drink water after exercise.,나는 운동 후에 물을 마신다.,미학습
기타,cook,[동사] 요리하다,Learners practice how to cook in English.,학습자는 영어로 요리하다 방법을 연습한다.,미학습
기타,buy,[동사] 사다,Learners practice how to buy in English.,학습자는 영어로 사다 방법을 연습한다.,미학습
기타,sell,[동사] 팔다,Learners practice how to sell in English.,학습자는 영어로 팔다 방법을 연습한다.,미학습
기타,pay,[동사] 지불하다,Learners practice how to pay in English.,학습자는 영어로 지불하다 방법을 연습한다.,미학습
기타,spend,[동사] 쓰다,Learners practice how to spend in English.,학습자는 영어로 쓰다 방법을 연습한다.,미학습
기타,save,[동사] 저축하다,Learners practice how to save in English.,학습자는 영어로 저축하다 방법을 연습한다.,미학습
기타,give,[동사] 주다,Learners practice how to give in English.,학습자는 영어로 주다 방법을 연습한다.,미학습
기타,take,[동사] 가져가다,Learners practice how to take in English.,학습자는 영어로 가져가다 방법을 연습한다.,미학습
기타,bring,[동사] 가져오다,Learners practice how to bring in English.,학습자는 영어로 가져오다 방법을 연습한다.,미학습
기타,send,[동사] 보내다,Learners practice how to send in English.,학습자는 영어로 보내다 방법을 연습한다.,미학습
기타,receive,[동사] 받다,Learners practice how to receive in English.,학습자는 영어로 받다 방법을 연습한다.,미학습
기타,open,[동사] 열다,Learners practice how to open in English.,학습자는 영어로 열다 방법을 연습한다.,미학습
기타,close,[동사] 닫다,Learners practice how to close in English.,학습자는 영어로 닫다 방법을 연습한다.,미학습
기타,start,[동사] 시작하다,Learners practice how to start in English.,학습자는 영어로 시작하다 방법을 연습한다.,미학습
기타,finish,[동사] 끝내다,Learners practice how to finish in English.,학습자는 영어로 끝내다 방법을 연습한다.,미학습
기타,stop,[동사] 멈추다,Learners practice how to stop in English.,학습자는 영어로 멈추다 방법을 연습한다.,미학습
기타,move,[동사] 움직이다,Learners practice how to move in English.,학습자는 영어로 움직이다 방법을 연습한다.,미학습
기타,turn,[동사] 돌리다,Learners practice how to turn in English.,학습자는 영어로 돌리다 방법을 연습한다.,미학습
기타,follow,[동사] 따르다,Learners practice how to follow in English.,학습자는 영어로 따르다 방법을 연습한다.,미학습
기타,lead,[동사] 이끌다,Learners practice how to lead in English.,학습자는 영어로 이끌다 방법을 연습한다.,미학습
기타,meet,[동사] 만나다,Learners practice how to meet in English.,학습자는 영어로 만나다 방법을 연습한다.,미학습
기타,join,[동사] 가입하다,Learners practice how to join in English.,학습자는 영어로 가입하다 방법을 연습한다.,미학습
기타,leave,[동사] 떠나다,Learners practice how to leave in English.,학습자는 영어로 떠나다 방법을 연습한다.,미학습
기타,arrive,[동사] 도착하다,Learners practice how to arrive in English.,학습자는 영어로 도착하다 방법을 연습한다.,미학습
기타,visit,[동사] 방문하다,Learners practice how to visit in English.,학습자는 영어로 방문하다 방법을 연습한다.,미학습
기타,call,[동사] 부르다,Learners practice how to call in English.,학습자는 영어로 부르다 방법을 연습한다.,미학습
기타,contact,[동사] 연락하다,Learners practice how to contact in English.,학습자는 영어로 연락하다 방법을 연습한다.,미학습
기타,check,[동사] 확인하다,Learners practice how to check in English.,학습자는 영어로 확인하다 방법을 연습한다.,미학습
기타,choose,[동사] 선택하다,Learners practice how to choose in English.,학습자는 영어로 선택하다 방법을 연습한다.,미학습
기타,decide,[동사] 결정하다,Learners practice how to decide in English.,학습자는 영어로 결정하다 방법을 연습한다.,미학습
기타,grow,[동사] 자라다,Learners practice how to grow in English.,학습자는 영어로 자라다 방법을 연습한다.,미학습
기타,build,[동사] 짓다,Learners practice how to build in English.,학습자는 영어로 짓다 방법을 연습한다.,미학습
기타,create,[동사] 창조하다,Learners practice how to create in English.,학습자는 영어로 창조하다 방법을 연습한다.,미학습
기타,develop,[동사] 개발하다,Learners practice how to develop in English.,학습자는 영어로 개발하다 방법을 연습한다.,미학습
기타,improve,[동사] 개선하다,Learners practice how to improve in English.,학습자는 영어로 개선하다 방법을 연습한다.,미학습
기타,reduce,[동사] 줄이다,Learners practice how to reduce in English.,학습자는 영어로 줄이다 방법을 연습한다.,미학습
기타,increase,[동사] 증가시키다,Learners practice how to increase in English.,학습자는 영어로 증가시키다 방법을 연습한다.,미학습
기타,compare,[동사] 비교하다,Learners practice how to compare in English.,학습자는 영어로 비교하다 방법을 연습한다.,미학습
기타,explain,[동사] 설명하다,Learners practice how to explain in English.,학습자는 영어로 설명하다 방법을 연습한다.,미학습
기타,describe,[동사] 묘사하다,Learners practice how to describe in English.,학습자는 영어로 묘사하다 방법을 연습한다.,미학습
기타,discuss,[동사] 논의하다,Learners practice how to discuss in English.,학습자는 영어로 논의하다 방법을 연습한다.,미학습
기타,agree,[동사] 동의하다,Learners practice how to agree in English.,학습자는 영어로 동의하다 방법을 연습한다.,미학습
기타,prepare,[동사] 준비하다,Learners practice how to prepare in English.,학습자는 영어로 준비하다 방법을 연습한다.,미학습
기타,manage,[동사] 관리하다,Learners practice how to manage in English.,학습자는 영어로 관리하다 방법을 연습한다.,미학습
기타,protect,[동사] 보호하다,Learners practice how to protect in English.,학습자는 영어로 보호하다 방법을 연습한다.,미학습
기타,serve,[동사] 제공하다,Learners practice how to serve in English.,학습자는 영어로 제공하다 방법을 연습한다.,미학습
기타,produce,[동사] 생산하다,Learners practice how to produce in English.,학습자는 영어로 생산하다 방법을 연습한다.,미학습
기타,deliver,[동사] 배달하다,Learners practice how to deliver in English.,학습자는 영어로 배달하다 방법을 연습한다.,미학습
기타,find,[동사] 찾다,Learners practice how to find in English.,학습자는 영어로 찾다 방법을 연습한다.,미학습
기타,lose,[동사] 잃다,Learners practice how to lose in English.,학습자는 영어로 잃다 방법을 연습한다.,미학습
기타,keep,[동사] 유지하다,Learners practice how to keep in English.,학습자는 영어로 유지하다 방법을 연습한다.,미학습
기타,hold,[동사] 잡다,Learners practice how to hold in English.,학습자는 영어로 잡다 방법을 연습한다.,미학습
기타,carry,[동사] 나르다,Learners practice how to carry in English.,학습자는 영어로 나르다 방법을 연습한다.,학습 중
기타,drive,[동사] 운전하다,Learners practice how to drive in English.,학습자는 영어로 운전하다 방법을 연습한다.,미학습
기타,fly,[동사] 날다,Learners practice how to fly in English.,학습자는 영어로 날다 방법을 연습한다.,미학습
기타,swim,[동사] 수영하다,Learners practice how to swim in English.,학습자는 영어로 수영하다 방법을 연습한다.,미학습
기타,draw,[동사] 그리다,Learners practice how to draw in English.,학습자는 영어로 그리다 방법을 연습한다.,미학습
